filename,Anthracnose,Bacterial Canker,Cutting Weevil,Die Back,Gall Midge,Healthy,Powdery Mildew,Sooty Mould,uploads
synthetic_uploads_Gall Midge_345.jpg,0,0,0,0,1,0,0,0,1
synthetic_Bacterial Canker_uploads_814.jpg,0,1,0,0,0,0,0,0,1
synthetic_Sooty Mould_Gall Midge_1786.jpg,0,0,0,0,1,0,0,1,0
synthetic_Cutting Weevil_Healthy_912.jpg,0,0,1,0,0,1,0,0,0
synthetic_uploads_Powdery Mildew_819.jpg,0,0,0,0,0,0,1,0,1
synthetic_Cutting Weevil_Powdery Mildew_509.jpg,0,0,1,0,0,0,1,0,0
synthetic_Cutting Weevil_Anthracnose_1828.jpg,1,0,1,0,0,0,0,0,0
synthetic_Bacterial Canker_Cutting Weevil_1921.jpg,0,1,1,0,0,0,0,0,0
synthetic_Healthy_uploads_1411.jpg,0,0,0,0,0,1,0,0,1
synthetic_Gall Midge_Cutting Weevil_1252.jpg,0,0,1,0,1,0,0,0,0
synthetic_Gall Midge_uploads_1415.jpg,0,0,0,0,1,0,0,0,1
synthetic_Cutting Weevil_Die Back_1204.jpg,0,0,1,1,0,0,0,0,0
synthetic_Healthy_Powdery Mildew_491.jpg,0,0,0,0,0,1,1,0,0
synthetic_Cutting Weevil_Gall Midge_1334.jpg,0,0,1,0,1,0,0,0,0
synthetic_Bacterial Canker_Anthracnose_1455.jpg,1,1,0,0,0,0,0,0,0
synthetic_Powdery Mildew_Anthracnose_810.jpg,1,0,0,0,0,0,1,0,0
synthetic_Bacterial Canker_Anthracnose_1055.jpg,1,1,0,0,0,0,0,0,0
synthetic_Healthy_uploads_407.jpg,0,0,0,0,0,1,0,0,1
synthetic_Sooty Mould_uploads_1191.jpg,0,0,0,0,0,0,0,1,1
synthetic_Cutting Weevil_Powdery Mildew_1917.jpg,0,0,1,0,0,0,1,0,0
synthetic_Anthracnose_Powdery Mildew_1306.jpg,1,0,0,0,0,0,1,0,0
synthetic_Anthracnose_uploads_1435.jpg,1,0,0,0,0,0,0,0,1
synthetic_Bacterial Canker_Die Back_867.jpg,0,1,0,1,0,0,0,0,0
synthetic_Die Back_Healthy_1215.jpg,0,0,0,1,0,1,0,0,0
synthetic_Healthy_Bacterial Canker_794.jpg,0,1,0,0,0,1,0,0,0
synthetic_Cutting Weevil_Die Back_568.jpg,0,0,1,1,0,0,0,0,0
synthetic_Bacterial Canker_Anthracnose_47.jpg,1,1,0,0,0,0,0,0,0
synthetic_Powdery Mildew_Healthy_5.jpg,0,0,0,0,0,1,1,0,0
synthetic_Cutting Weevil_Anthracnose_658.jpg,1,0,1,0,0,0,0,0,0
synthetic_Anthracnose_Bacterial Canker_1321.jpg,1,1,0,0,0,0,0,0,0
synthetic_Sooty Mould_uploads_1733.jpg,0,0,0,0,0,0,0,1,1
synthetic_Sooty Mould_uploads_3.jpg,0,0,0,0,0,0,0,1,1
synthetic_Anthracnose_Gall Midge_1845.jpg,1,0,0,0,1,0,0,0,0
synthetic_Healthy_Sooty Mould_1212.jpg,0,0,0,0,0,1,0,1,0
synthetic_uploads_Gall Midge_897.jpg,0,0,0,0,1,0,0,0,1
synthetic_Sooty Mould_Healthy_486.jpg,0,0,0,0,0,1,0,1,0
synthetic_Anthracnose_Bacterial Canker_982.jpg,1,1,0,0,0,0,0,0,0
synthetic_Anthracnose_Sooty Mould_1797.jpg,1,0,0,0,0,0,0,1,0
synthetic_Cutting Weevil_Healthy_469.jpg,0,0,1,0,0,1,0,0,0
synthetic_Bacterial Canker_Healthy_1368.jpg,0,1,0,0,0,1,0,0,0
synthetic_Gall Midge_Powdery Mildew_1437.jpg,0,0,0,0,1,0,1,0,0
synthetic_Gall Midge_uploads_270.jpg,0,0,0,0,1,0,0,0,1
synthetic_Die Back_uploads_907.jpg,0,0,0,1,0,0,0,0,1
synthetic_Cutting Weevil_Bacterial Canker_1674.jpg,0,1,1,0,0,0,0,0,0
synthetic_Bacterial Canker_Sooty Mould_324.jpg,0,1,0,0,0,0,0,1,0
synthetic_Powdery Mildew_Sooty Mould_478.jpg,0,0,0,0,0,0,1,1,0
synthetic_Healthy_Die Back_1102.jpg,0,0,0,1,0,1,0,0,0
synthetic_Powdery Mildew_Anthracnose_278.jpg,1,0,0,0,0,0,1,0,0
synthetic_Cutting Weevil_Healthy_779.jpg,0,0,1,0,0,1,0,0,0
synthetic_Anthracnose_Sooty Mould_253.jpg,1,0,0,0,0,0,0,1,0
synthetic_Die Back_Powdery Mildew_1842.jpg,0,0,0,1,0,0,1,0,0
synthetic_Cutting Weevil_uploads_1652.jpg,0,0,1,0,0,0,0,0,1
synthetic_Die Back_Cutting Weevil_991.jpg,0,0,1,1,0,0,0,0,0
synthetic_Sooty Mould_Bacterial Canker_357.jpg,0,1,0,0,0,0,0,1,0
synthetic_Anthracnose_Gall Midge_1107.jpg,1,0,0,0,1,0,0,0,0
synthetic_Healthy_Cutting Weevil_523.jpg,0,0,1,0,0,1,0,0,0
synthetic_Bacterial Canker_Gall Midge_1657.jpg,0,1,0,0,1,0,0,0,0
synthetic_Bacterial Canker_Powdery Mildew_351.jpg,0,1,0,0,0,0,1,0,0
synthetic_Cutting Weevil_Bacterial Canker_342.jpg,0,1,1,0,0,0,0,0,0
synthetic_Powdery Mildew_Bacterial Canker_555.jpg,0,1,0,0,0,0,1,0,0
synthetic_Anthracnose_Sooty Mould_899.jpg,1,0,0,0,0,0,0,1,0
synthetic_Anthracnose_Die Back_824.jpg,1,0,0,1,0,0,0,0,0
synthetic_Cutting Weevil_Healthy_1013.jpg,0,0,1,0,0,1,0,0,0
synthetic_Powdery Mildew_Anthracnose_558.jpg,1,0,0,0,0,0,1,0,0
synthetic_Die Back_Anthracnose_1663.jpg,1,0,0,1,0,0,0,0,0
synthetic_uploads_Healthy_315.jpg,0,0,0,0,0,1,0,0,1
synthetic_Bacterial Canker_uploads_1266.jpg,0,1,0,0,0,0,0,0,1
synthetic_Die Back_Bacterial Canker_1971.jpg,0,1,0,1,0,0,0,0,0
synthetic_Die Back_Powdery Mildew_657.jpg,0,0,0,1,0,0,1,0,0
synthetic_Healthy_Sooty Mould_1907.jpg,0,0,0,0,0,1,0,1,0
synthetic_Die Back_Anthracnose_60.jpg,1,0,0,1,0,0,0,0,0
synthetic_Healthy_Anthracnose_972.jpg,1,0,0,0,0,1,0,0,0
synthetic_Die Back_Healthy_488.jpg,0,0,0,1,0,1,0,0,0
synthetic_Sooty Mould_Die Back_1152.jpg,0,0,0,1,0,0,0,1,0
synthetic_Cutting Weevil_Bacterial Canker_1412.jpg,0,1,1,0,0,0,0,0,0
synthetic_Gall Midge_uploads_1288.jpg,0,0,0,0,1,0,0,0,1
synthetic_Healthy_Die Back_1116.jpg,0,0,0,1,0,1,0,0,0
synthetic_Anthracnose_Gall Midge_1158.jpg,1,0,0,0,1,0,0,0,0
synthetic_uploads_Powdery Mildew_306.jpg,0,0,0,0,0,0,1,0,1
synthetic_Anthracnose_Powdery Mildew_940.jpg,1,0,0,0,0,0,1,0,0
synthetic_Die Back_Anthracnose_985.jpg,1,0,0,1,0,0,0,0,0
synthetic_Powdery Mildew_Cutting Weevil_1781.jpg,0,0,1,0,0,0,1,0,0
synthetic_Healthy_Bacterial Canker_574.jpg,0,1,0,0,0,1,0,0,0
synthetic_Sooty Mould_Powdery Mildew_1317.jpg,0,0,0,0,0,0,1,1,0
synthetic_Die Back_Cutting Weevil_749.jpg,0,0,1,1,0,0,0,0,0
synthetic_Sooty Mould_Powdery Mildew_763.jpg,0,0,0,0,0,0,1,1,0
synthetic_Bacterial Canker_Sooty Mould_1189.jpg,0,1,0,0,0,0,0,1,0
synthetic_uploads_Bacterial Canker_218.jpg,0,1,0,0,0,0,0,0,1
synthetic_Die Back_Gall Midge_1696.jpg,0,0,0,1,1,0,0,0,0
synthetic_Cutting Weevil_Bacterial Canker_48.jpg,0,1,1,0,0,0,0,0,0
synthetic_Powdery Mildew_Healthy_1192.jpg,0,0,0,0,0,1,1,0,0
synthetic_Gall Midge_Healthy_719.jpg,0,0,0,0,1,1,0,0,0
synthetic_Cutting Weevil_Bacterial Canker_57.jpg,0,1,1,0,0,0,0,0,0
synthetic_Die Back_uploads_1101.jpg,0,0,0,1,0,0,0,0,1
synthetic_Cutting Weevil_Powdery Mildew_378.jpg,0,0,1,0,0,0,1,0,0
synthetic_Anthracnose_Gall Midge_1535.jpg,1,0,0,0,1,0,0,0,0
synthetic_Gall Midge_Healthy_21.jpg,0,0,0,0,1,1,0,0,0
synthetic_Healthy_Anthracnose_1272.jpg,1,0,0,0,0,1,0,0,0
synthetic_Healthy_uploads_274.jpg,0,0,0,0,0,1,0,0,1
synthetic_Powdery Mildew_Anthracnose_1639.jpg,1,0,0,0,0,0,1,0,0
synthetic_Anthracnose_Healthy_894.jpg,1,0,0,0,0,1,0,0,0
synthetic_Bacterial Canker_Gall Midge_638.jpg,0,1,0,0,1,0,0,0,0
synthetic_Powdery Mildew_Cutting Weevil_937.jpg,0,0,1,0,0,0,1,0,0
synthetic_Die Back_Anthracnose_909.jpg,1,0,0,1,0,0,0,0,0
synthetic_Healthy_Bacterial Canker_1219.jpg,0,1,0,0,0,1,0,0,0
synthetic_Anthracnose_Healthy_1903.jpg,1,0,0,0,0,1,0,0,0
synthetic_Powdery Mildew_Gall Midge_15.jpg,0,0,0,0,1,0,1,0,0
synthetic_Sooty Mould_uploads_666.jpg,0,0,0,0,0,0,0,1,1
synthetic_Anthracnose_uploads_397.jpg,1,0,0,0,0,0,0,0,1
synthetic_Anthracnose_Gall Midge_737.jpg,1,0,0,0,1,0,0,0,0
synthetic_Die Back_Sooty Mould_467.jpg,0,0,0,1,0,0,0,1,0
synthetic_Gall Midge_Cutting Weevil_332.jpg,0,0,1,0,1,0,0,0,0
synthetic_Sooty Mould_Anthracnose_172.jpg,1,0,0,0,0,0,0,1,0
synthetic_Bacterial Canker_Cutting Weevil_16.jpg,0,1,1,0,0,0,0,0,0
synthetic_Gall Midge_Cutting Weevil_121.jpg,0,0,1,0,1,0,0,0,0
synthetic_uploads_Gall Midge_1505.jpg,0,0,0,0,1,0,0,0,1
synthetic_Anthracnose_Cutting Weevil_1.jpg,1,0,1,0,0,0,0,0,0
synthetic_Powdery Mildew_Sooty Mould_1497.jpg,0,0,0,0,0,0,1,1,0
synthetic_Sooty Mould_Powdery Mildew_1391.jpg,0,0,0,0,0,0,1,1,0
synthetic_Cutting Weevil_Anthracnose_414.jpg,1,0,1,0,0,0,0,0,0
synthetic_Anthracnose_uploads_1183.jpg,1,0,0,0,0,0,0,0,1
synthetic_Powdery Mildew_uploads_931.jpg,0,0,0,0,0,0,1,0,1
synthetic_uploads_Sooty Mould_434.jpg,0,0,0,0,0,0,0,1,1
synthetic_Die Back_Healthy_543.jpg,0,0,0,1,0,1,0,0,0
synthetic_Powdery Mildew_Sooty Mould_96.jpg,0,0,0,0,0,0,1,1,0
synthetic_Bacterial Canker_Sooty Mould_289.jpg,0,1,0,0,0,0,0,1,0
synthetic_Bacterial Canker_uploads_257.jpg,0,1,0,0,0,0,0,0,1
synthetic_Healthy_Gall Midge_387.jpg,0,0,0,0,1,1,0,0,0
synthetic_Die Back_uploads_1940.jpg,0,0,0,1,0,0,0,0,1
synthetic_Die Back_Sooty Mould_197.jpg,0,0,0,1,0,0,0,1,0
synthetic_Powdery Mildew_Gall Midge_88.jpg,0,0,0,0,1,0,1,0,0
synthetic_uploads_Bacterial Canker_1366.jpg,0,1,0,0,0,0,0,0,1
synthetic_Anthracnose_Sooty Mould_588.jpg,1,0,0,0,0,0,0,1,0
synthetic_Bacterial Canker_Die Back_215.jpg,0,1,0,1,0,0,0,0,0
synthetic_Cutting Weevil_Bacterial Canker_1962.jpg,0,1,1,0,0,0,0,0,0
synthetic_Die Back_Gall Midge_1477.jpg,0,0,0,1,1,0,0,0,0
synthetic_Gall Midge_Cutting Weevil_184.jpg,0,0,1,0,1,0,0,0,0
synthetic_Anthracnose_Sooty Mould_77.jpg,1,0,0,0,0,0,0,1,0
synthetic_Gall Midge_Powdery Mildew_1603.jpg,0,0,0,0,1,0,1,0,0
synthetic_Powdery Mildew_uploads_888.jpg,0,0,0,0,0,0,1,0,1
synthetic_Anthracnose_Healthy_81.jpg,1,0,0,0,0,1,0,0,0
synthetic_Bacterial Canker_Powdery Mildew_444.jpg,0,1,0,0,0,0,1,0,0
synthetic_Anthracnose_Cutting Weevil_837.jpg,1,0,1,0,0,0,0,0,0
synthetic_Cutting Weevil_Anthracnose_116.jpg,1,0,1,0,0,0,0,0,0
synthetic_Anthracnose_uploads_599.jpg,1,0,0,0,0,0,0,0,1
synthetic_Healthy_Gall Midge_9.jpg,0,0,0,0,1,1,0,0,0
synthetic_Sooty Mould_Gall Midge_54.jpg,0,0,0,0,1,0,0,1,0
synthetic_Healthy_Gall Midge_1669.jpg,0,0,0,0,1,1,0,0,0
synthetic_Gall Midge_Bacterial Canker_1885.jpg,0,1,0,0,1,0,0,0,0
synthetic_Gall Midge_Cutting Weevil_1176.jpg,0,0,1,0,1,0,0,0,0
synthetic_Bacterial Canker_Sooty Mould_1482.jpg,0,1,0,0,0,0,0,1,0
synthetic_Healthy_uploads_1024.jpg,0,0,0,0,0,1,0,0,1
synthetic_Sooty Mould_Cutting Weevil_258.jpg,0,0,1,0,0,0,0,1,0
synthetic_Sooty Mould_uploads_742.jpg,0,0,0,0,0,0,0,1,1
synthetic_Bacterial Canker_Cutting Weevil_490.jpg,0,1,1,0,0,0,0,0,0
synthetic_uploads_Powdery Mildew_1035.jpg,0,0,0,0,0,0,1,0,1
synthetic_Cutting Weevil_Sooty Mould_1776.jpg,0,0,1,0,0,0,0,1,0
synthetic_Sooty Mould_uploads_626.jpg,0,0,0,0,0,0,0,1,1
synthetic_Anthracnose_Die Back_1912.jpg,1,0,0,1,0,0,0,0,0
synthetic_Powdery Mildew_Bacterial Canker_629.jpg,0,1,0,0,0,0,1,0,0
synthetic_Sooty Mould_Healthy_1700.jpg,0,0,0,0,0,1,0,1,0
synthetic_Anthracnose_Die Back_753.jpg,1,0,0,1,0,0,0,0,0
synthetic_Cutting Weevil_Anthracnose_376.jpg,1,0,1,0,0,0,0,0,0
synthetic_Die Back_uploads_24.jpg,0,0,0,1,0,0,0,0,1
synthetic_Healthy_Gall Midge_1576.jpg,0,0,0,0,1,1,0,0,0
synthetic_Powdery Mildew_Healthy_616.jpg,0,0,0,0,0,1,1,0,0
synthetic_Cutting Weevil_Bacterial Canker_551.jpg,0,1,1,0,0,0,0,0,0
synthetic_Bacterial Canker_uploads_393.jpg,0,1,0,0,0,0,0,0,1
synthetic_uploads_Gall Midge_382.jpg,0,0,0,0,1,0,0,0,1
synthetic_uploads_Sooty Mould_302.jpg,0,0,0,0,0,0,0,1,1
synthetic_Anthracnose_uploads_178.jpg,1,0,0,0,0,0,0,0,1
synthetic_Cutting Weevil_Bacterial Canker_1525.jpg,0,1,1,0,0,0,0,0,0
synthetic_Die Back_Sooty Mould_1474.jpg,0,0,0,1,0,0,0,1,0
synthetic_Cutting Weevil_Anthracnose_603.jpg,1,0,1,0,0,0,0,0,0
synthetic_Bacterial Canker_Die Back_584.jpg,0,1,0,1,0,0,0,0,0
synthetic_Healthy_Bacterial Canker_95.jpg,0,1,0,0,0,1,0,0,0
synthetic_Gall Midge_Bacterial Canker_1322.jpg,0,1,0,0,1,0,0,0,0
synthetic_Die Back_Cutting Weevil_919.jpg,0,0,1,1,0,0,0,0,0
synthetic_Bacterial Canker_Gall Midge_762.jpg,0,1,0,0,1,0,0,0,0
synthetic_uploads_Powdery Mildew_1767.jpg,0,0,0,0,0,0,1,0,1
synthetic_Gall Midge_Sooty Mould_1892.jpg,0,0,0,0,1,0,0,1,0
synthetic_Die Back_Cutting Weevil_1677.jpg,0,0,1,1,0,0,0,0,0
synthetic_Sooty Mould_Cutting Weevil_852.jpg,0,0,1,0,0,0,0,1,0
synthetic_Anthracnose_Bacterial Canker_1198.jpg,1,1,0,0,0,0,0,0,0
synthetic_uploads_Sooty Mould_759.jpg,0,0,0,0,0,0,0,1,1
synthetic_Anthracnose_uploads_373.jpg,1,0,0,0,0,0,0,0,1
synthetic_Anthracnose_Cutting Weevil_1718.jpg,1,0,1,0,0,0,0,0,0
synthetic_Die Back_uploads_222.jpg,0,0,0,1,0,0,0,0,1
synthetic_Cutting Weevil_Bacterial Canker_1298.jpg,0,1,1,0,0,0,0,0,0
synthetic_Gall Midge_Cutting Weevil_1941.jpg,0,0,1,0,1,0,0,0,0
synthetic_Powdery Mildew_Gall Midge_1527.jpg,0,0,0,0,1,0,1,0,0
synthetic_Anthracnose_Cutting Weevil_1799.jpg,1,0,1,0,0,0,0,0,0
synthetic_Anthracnose_Powdery Mildew_463.jpg,1,0,0,0,0,0,1,0,0
synthetic_uploads_Die Back_868.jpg,0,0,0,1,0,0,0,0,1
synthetic_Anthracnose_uploads_1313.jpg,1,0,0,0,0,0,0,0,1
synthetic_Die Back_Bacterial Canker_318.jpg,0,1,0,1,0,0,0,0,0
synthetic_Anthracnose_Powdery Mildew_1604.jpg,1,0,0,0,0,0,1,0,0
synthetic_Die Back_Cutting Weevil_337.jpg,0,0,1,1,0,0,0,0,0
synthetic_Anthracnose_Gall Midge_790.jpg,1,0,0,0,1,0,0,0,0
synthetic_Gall Midge_Die Back_1342.jpg,0,0,0,1,1,0,0,0,0
synthetic_Sooty Mould_Gall Midge_625.jpg,0,0,0,0,1,0,0,1,0
synthetic_Bacterial Canker_Healthy_431.jpg,0,1,0,0,0,1,0,0,0
synthetic_Gall Midge_Healthy_1419.jpg,0,0,0,0,1,1,0,0,0
synthetic_Die Back_Bacterial Canker_1587.jpg,0,1,0,1,0,0,0,0,0
synthetic_Powdery Mildew_Die Back_1758.jpg,0,0,0,1,0,0,1,0,0
synthetic_Powdery Mildew_Die Back_1320.jpg,0,0,0,1,0,0,1,0,0
synthetic_Powdery Mildew_Anthracnose_711.jpg,1,0,0,0,0,0,1,0,0
synthetic_Cutting Weevil_Sooty Mould_1297.jpg,0,0,1,0,0,0,0,1,0
synthetic_Die Back_Healthy_908.jpg,0,0,0,1,0,1,0,0,0
synthetic_Anthracnose_Sooty Mould_104.jpg,1,0,0,0,0,0,0,1,0
synthetic_uploads_Cutting Weevil_1516.jpg,0,0,1,0,0,0,0,0,1
synthetic_Healthy_Anthracnose_855.jpg,1,0,0,0,0,1,0,0,0
synthetic_Gall Midge_Die Back_726.jpg,0,0,0,1,1,0,0,0,0
synthetic_Bacterial Canker_Cutting Weevil_1167.jpg,0,1,1,0,0,0,0,0,0
synthetic_Anthracnose_Sooty Mould_1818.jpg,1,0,0,0,0,0,0,1,0
synthetic_Healthy_Gall Midge_158.jpg,0,0,0,0,1,1,0,0,0
synthetic_Die Back_Gall Midge_1520.jpg,0,0,0,1,1,0,0,0,0
synthetic_Gall Midge_Powdery Mildew_265.jpg,0,0,0,0,1,0,1,0,0
synthetic_Healthy_Cutting Weevil_1761.jpg,0,0,1,0,0,1,0,0,0
synthetic_Die Back_Bacterial Canker_1855.jpg,0,1,0,1,0,0,0,0,0
synthetic_Powdery Mildew_Gall Midge_1426.jpg,0,0,0,0,1,0,1,0,0
synthetic_uploads_Healthy_744.jpg,0,0,0,0,0,1,0,0,1
synthetic_Anthracnose_Powdery Mildew_83.jpg,1,0,0,0,0,0,1,0,0
synthetic_Healthy_Anthracnose_38.jpg,1,0,0,0,0,1,0,0,0
synthetic_Die Back_Sooty Mould_251.jpg,0,0,0,1,0,0,0,1,0
synthetic_Gall Midge_Anthracnose_811.jpg,1,0,0,0,1,0,0,0,0
synthetic_uploads_Powdery Mildew_14.jpg,0,0,0,0,0,0,1,0,1
synthetic_Anthracnose_Cutting Weevil_1726.jpg,1,0,1,0,0,0,0,0,0
synthetic_Anthracnose_Bacterial Canker_1961.jpg,1,1,0,0,0,0,0,0,0
synthetic_uploads_Bacterial Canker_652.jpg,0,1,0,0,0,0,0,0,1
synthetic_Healthy_Gall Midge_1257.jpg,0,0,0,0,1,1,0,0,0
synthetic_Bacterial Canker_Sooty Mould_364.jpg,0,1,0,0,0,0,0,1,0
synthetic_Die Back_Gall Midge_1469.jpg,0,0,0,1,1,0,0,0,0
synthetic_Gall Midge_Healthy_19.jpg,0,0,0,0,1,1,0,0,0
synthetic_Gall Midge_Healthy_325.jpg,0,0,0,0,1,1,0,0,0
synthetic_Anthracnose_Cutting Weevil_468.jpg,1,0,1,0,0,0,0,0,0
synthetic_Powdery Mildew_Healthy_1027.jpg,0,0,0,0,0,1,1,0,0
synthetic_uploads_Powdery Mildew_689.jpg,0,0,0,0,0,0,1,0,1
synthetic_Cutting Weevil_Anthracnose_545.jpg,1,0,1,0,0,0,0,0,0
synthetic_Cutting Weevil_Sooty Mould_1373.jpg,0,0,1,0,0,0,0,1,0
synthetic_Bacterial Canker_uploads_1616.jpg,0,1,0,0,0,0,0,0,1
synthetic_Sooty Mould_uploads_1382.jpg,0,0,0,0,0,0,0,1,1
synthetic_Healthy_Anthracnose_1766.jpg,1,0,0,0,0,1,0,0,0
synthetic_Sooty Mould_Bacterial Canker_1889.jpg,0,1,0,0,0,0,0,1,0
synthetic_Bacterial Canker_Die Back_1913.jpg,0,1,0,1,0,0,0,0,0
synthetic_Bacterial Canker_Cutting Weevil_127.jpg,0,1,1,0,0,0,0,0,0
synthetic_Powdery Mildew_Healthy_1485.jpg,0,0,0,0,0,1,1,0,0
synthetic_Cutting Weevil_Sooty Mould_847.jpg,0,0,1,0,0,0,0,1,0
synthetic_Healthy_Die Back_1859.jpg,0,0,0,1,0,1,0,0,0
synthetic_Powdery Mildew_Anthracnose_1372.jpg,1,0,0,0,0,0,1,0,0
synthetic_Die Back_Healthy_1844.jpg,0,0,0,1,0,1,0,0,0
synthetic_Sooty Mould_Anthracnose_1570.jpg,1,0,0,0,0,0,0,1,0
synthetic_Sooty Mould_Gall Midge_260.jpg,0,0,0,0,1,0,0,1,0
synthetic_Bacterial Canker_Sooty Mould_1105.jpg,0,1,0,0,0,0,0,1,0
synthetic_Gall Midge_Cutting Weevil_235.jpg,0,0,1,0,1,0,0,0,0
synthetic_Die Back_Cutting Weevil_1967.jpg,0,0,1,1,0,0,0,0,0
synthetic_Die Back_Sooty Mould_1731.jpg,0,0,0,1,0,0,0,1,0
synthetic_Gall Midge_uploads_1431.jpg,0,0,0,0,1,0,0,0,1
synthetic_Die Back_uploads_904.jpg,0,0,0,1,0,0,0,0,1
synthetic_Powdery Mildew_Anthracnose_461.jpg,1,0,0,0,0,0,1,0,0
synthetic_Cutting Weevil_Bacterial Canker_1460.jpg,0,1,1,0,0,0,0,0,0
synthetic_Sooty Mould_Healthy_799.jpg,0,0,0,0,0,1,0,1,0
synthetic_Gall Midge_Healthy_430.jpg,0,0,0,0,1,1,0,0,0
synthetic_Bacterial Canker_uploads_489.jpg,0,1,0,0,0,0,0,0,1
synthetic_Healthy_Sooty Mould_1557.jpg,0,0,0,0,0,1,0,1,0
synthetic_Healthy_Bacterial Canker_1827.jpg,0,1,0,0,0,1,0,0,0
synthetic_Anthracnose_Cutting Weevil_1976.jpg,1,0,1,0,0,0,0,0,0
synthetic_Cutting Weevil_Bacterial Canker_1062.jpg,0,1,1,0,0,0,0,0,0
synthetic_Healthy_Cutting Weevil_1607.jpg,0,0,1,0,0,1,0,0,0
synthetic_Die Back_Gall Midge_1481.jpg,0,0,0,1,1,0,0,0,0
synthetic_Gall Midge_Bacterial Canker_1853.jpg,0,1,0,0,1,0,0,0,0
synthetic_Gall Midge_uploads_1869.jpg,0,0,0,0,1,0,0,0,1
synthetic_Die Back_uploads_406.jpg,0,0,0,1,0,0,0,0,1
synthetic_Sooty Mould_Gall Midge_464.jpg,0,0,0,0,1,0,0,1,0
synthetic_Sooty Mould_Cutting Weevil_660.jpg,0,0,1,0,0,0,0,1,0
synthetic_Cutting Weevil_Die Back_1805.jpg,0,0,1,1,0,0,0,0,0
synthetic_Powdery Mildew_uploads_1980.jpg,0,0,0,0,0,0,1,0,1
synthetic_Sooty Mould_Anthracnose_98.jpg,1,0,0,0,0,0,0,1,0
synthetic_Die Back_Cutting Weevil_910.jpg,0,0,1,1,0,0,0,0,0
synthetic_Sooty Mould_uploads_1698.jpg,0,0,0,0,0,0,0,1,1
synthetic_Bacterial Canker_Anthracnose_1369.jpg,1,1,0,0,0,0,0,0,0
synthetic_Die Back_Gall Midge_1834.jpg,0,0,0,1,1,0,0,0,0
synthetic_Bacterial Canker_Die Back_854.jpg,0,1,0,1,0,0,0,0,0
synthetic_Sooty Mould_Anthracnose_358.jpg,1,0,0,0,0,0,0,1,0
synthetic_Healthy_Die Back_1132.jpg,0,0,0,1,0,1,0,0,0
synthetic_Healthy_Bacterial Canker_1691.jpg,0,1,0,0,0,1,0,0,0
synthetic_Healthy_Die Back_1203.jpg,0,0,0,1,0,1,0,0,0
synthetic_Die Back_Gall Midge_769.jpg,0,0,0,1,1,0,0,0,0
synthetic_Anthracnose_uploads_792.jpg,1,0,0,0,0,0,0,0,1
synthetic_Healthy_Bacterial Canker_162.jpg,0,1,0,0,0,1,0,0,0
synthetic_Anthracnose_Sooty Mould_1720.jpg,1,0,0,0,0,0,0,1,0
synthetic_Cutting Weevil_Healthy_136.jpg,0,0,1,0,0,1,0,0,0
synthetic_Die Back_uploads_1194.jpg,0,0,0,1,0,0,0,0,1
synthetic_Powdery Mildew_Cutting Weevil_28.jpg,0,0,1,0,0,0,1,0,0
synthetic_Die Back_Healthy_1080.jpg,0,0,0,1,0,1,0,0,0
synthetic_Cutting Weevil_Anthracnose_1444.jpg,1,0,1,0,0,0,0,0,0
synthetic_Cutting Weevil_uploads_746.jpg,0,0,1,0,0,0,0,0,1
synthetic_Powdery Mildew_Anthracnose_1446.jpg,1,0,0,0,0,0,1,0,0
synthetic_Bacterial Canker_Anthracnose_383.jpg,1,1,0,0,0,0,0,0,0
synthetic_Healthy_Cutting Weevil_1547.jpg,0,0,1,0,0,1,0,0,0
synthetic_Die Back_Powdery Mildew_1072.jpg,0,0,0,1,0,0,1,0,0
synthetic_Anthracnose_uploads_1054.jpg,1,0,0,0,0,0,0,0,1
synthetic_Cutting Weevil_Anthracnose_1362.jpg,1,0,1,0,0,0,0,0,0
synthetic_Bacterial Canker_Gall Midge_976.jpg,0,1,0,0,1,0,0,0,0
synthetic_Sooty Mould_Healthy_690.jpg,0,0,0,0,0,1,0,1,0
synthetic_uploads_Sooty Mould_600.jpg,0,0,0,0,0,0,0,1,1
synthetic_Die Back_Cutting Weevil_944.jpg,0,0,1,1,0,0,0,0,0
synthetic_Healthy_Anthracnose_117.jpg,1,0,0,0,0,1,0,0,0
synthetic_Sooty Mould_Gall Midge_1958.jpg,0,0,0,0,1,0,0,1,0
synthetic_Gall Midge_Sooty Mould_1336.jpg,0,0,0,0,1,0,0,1,0
synthetic_Gall Midge_Bacterial Canker_1998.jpg,0,1,0,0,1,0,0,0,0
synthetic_uploads_Die Back_377.jpg,0,0,0,1,0,0,0,0,1
synthetic_Die Back_Powdery Mildew_233.jpg,0,0,0,1,0,0,1,0,0
synthetic_Sooty Mould_Bacterial Canker_893.jpg,0,1,0,0,0,0,0,1,0
synthetic_Cutting Weevil_Gall Midge_676.jpg,0,0,1,0,1,0,0,0,0
synthetic_Sooty Mould_Bacterial Canker_472.jpg,0,1,0,0,0,0,0,1,0
synthetic_uploads_Gall Midge_1468.jpg,0,0,0,0,1,0,0,0,1
synthetic_Cutting Weevil_Gall Midge_1584.jpg,0,0,1,0,1,0,0,0,0
synthetic_Healthy_Sooty Mould_425.jpg,0,0,0,0,0,1,0,1,0
synthetic_Powdery Mildew_Cutting Weevil_1784.jpg,0,0,1,0,0,0,1,0,0
